issue_id,tool,rule,category,severity,path,line,line_text,message,reported_commit,reported_committer,dataset_phase,module,scope,provenance,provenance_evidence,present_at_intermediate_head_cb19910,present_at_final_validation_head,disposition
f2d63f76c17c6ceb13c391cdc9954f31,PMD,PMD_category_java_errorprone_NullAssignment,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/players/NettyData.java,374,        currentWorldName = null;,Assigning an Object to null is a code smell.  Consider refactoring.,e0029df844be65dc5f76d3ad32b09ead140be375,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 374,yes,yes,remaining; reproduced against authoritative upstream baseline
b1739879a9c44f623286789327889b75,PMD,PMD_category_java_errorprone_NullAssignment,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/view/PackedBlockTransitionQueue.java,212,            e5 = null;,Assigning an Object to null is a code smell.  Consider refactoring.,18f08ab7d70f3b5c4b7a0addc1e777e310381086,P2wn,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 143,yes,yes,remaining; reproduced against authoritative upstream baseline
93f6357d295a96e916c70c05314a2db7,PMD,PMD_category_java_errorprone_AvoidLiteralsInIfCondition,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/view/PackedBlockTransitionQueue.java,288,            if (count >= 8) {,Avoid using Literals in Conditional Statements,4013fe7b64d32df33ecfe22db3b66ee0aa09397a,P2wn,initial,Core,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
cf5c97add9d8e2d49ad5f55081308386,PMD,PMD_category_java_errorprone_TestClassWithoutTestCases,ErrorProne,High,platform-paper/src/test/java/games/cubi/raycastedantiesp/paper/packets/ControllerOwnershipTest.java,38,    private static final class TestSlot implements ControllerOwnership.Slot {,"The class 'TestSlot' might be a test class, but it contains no test cases.",a5233005312f1f75e55a5ea4d01d08e89cc6c183,P2wn,initial,Paper platform,Tests,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
2b1a31d56282b104d5917607cda45780,PMD,PMD_category_java_design_NPathComplexity,Complexity,Warning,core/src/test/java/games/cubi/raycastedantiesp/core/view/PackedTransitionQueueTest.java,267,    private static <T> T proxy(Class<T> type) {,"The method 'proxy(Class)' has an NPath complexity of 256, current threshold is 200",3d8686e1ae953dc1ebfdffcad1c40bd675bc4c49,Cubicake,initial,Core,Tests,UPSTREAM,PMD 6.55 same rule and violation at upstream line 267,yes,yes,remaining; reproduced against authoritative upstream baseline
40768886c3e04d4b1a55f5ba20a2d10a,PMD,PMD_category_java_multithreading_AvoidSynchronizedAtMethodLevel,Performance,Warning,packetevents/src/main/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/BlockTransitionRetryQueue.java,115,    synchronized boolean hasPending(UUID viewerUUID) {,Use block level rather than method level synchronization,4013fe7b64d32df33ecfe22db3b66ee0aa09397a,P2wn,initial,PacketEvents,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
82e2255e39adb04434151290cd6c1b1c,PMD,PMD_category_java_performance_RedundantFieldInitializer,Performance,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/engine/TimingStats.java,18,    private long intervalStartNanos = 0;,Avoid using redundant field initializer for 'intervalStartNanos',090b96ac81dd5e42ea3959a6e94166acdd73bb94,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 18,yes,yes,remaining; reproduced against authoritative upstream baseline
9c52feee62b1ee7bdd4ae3628a6be444,PMD,PMD_category_java_performance_AvoidInstantiatingObjectsInLoops,Performance,Warning,core/src/test/java/games/cubi/raycastedantiesp/core/view/PackedTransitionQueueTest.java,33,            List<EntityObservation> observed = new ArrayList<>();,Avoid instantiating new objects inside loops,3d8686e1ae953dc1ebfdffcad1c40bd675bc4c49,Cubicake,initial,Core,Tests,UPSTREAM,PMD 6.55 same rule and violation at upstream line 33,yes,yes,remaining; reproduced against authoritative upstream baseline
39787c323bdf8c889f5f8034f34f790b,PMD,PMD_category_java_performance_AvoidInstantiatingObjectsInLoops,Performance,Warning,packetevents/src/main/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/chunkparser/AbstractChunkParser.java,133,                        retained = new TileEntity[sourceTileEntities.length - 1];,Avoid instantiating new objects inside loops,18f08ab7d70f3b5c4b7a0addc1e777e310381086,P2wn,initial,PacketEvents,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 126,no,no,incidentally solved while preserving package behavior
f724671dd656d996a929975578feb0a7,PMD,PMD_category_java_errorprone_CompareObjectsWithEquals,ErrorProne,High,core/src/main/java/games/cubi/raycastedantiesp/core/view/PackedBlockTransitionQueue.java,106,            if (firstFailure != exception) {,Use equals() to compare object references.,4013fe7b64d32df33ecfe22db3b66ee0aa09397a,P2wn,initial,Core,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
aaabc9ef500fb510bba243b301d69c11,PMD,PMD_category_java_design_NPathComplexity,Complexity,Warning,core/src/test/java/games/cubi/raycastedantiesp/core/utils/Long2ObjectMTHashMapTest.java,306,    void multipleThreadsReadingAndWriting() {,"The method 'multipleThreadsReadingAndWriting()' has an NPath complexity of 2050, current threshold is 200",422a189069300dfa99524b1e1143f4500e42226c,Cubicake,initial,Core,Tests,UPSTREAM,PMD 6.55 same rule and violation at upstream line 306,yes,yes,remaining; reproduced against authoritative upstream baseline
568ea0484586554651f4eb88c86ad6ed,PMD,PMD_category_java_bestpractices_GuardLogStatement,Performance,Warning,packetevents/src/main/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/chunkparser/AbstractChunkParser.java,201,"            Logger.warning(""Received chunk block entity outside authoritative section data at """,Logger calls should be surrounded by log level guards.,4013fe7b64d32df33ecfe22db3b66ee0aa09397a,P2wn,initial,PacketEvents,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
ba178586fe6c5efc3399ebd327ca1ba1,PMD,PMD_category_java_errorprone_AvoidDuplicateLiterals,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/engine/TickTimingSnapshot.java,56,"                + "", totalWallTime="" + TickTimingFormatter.formatMillis(wallNanos) + "" ms""","The String literal "" ms"" appears 4 times in this file; the first occurrence is on line 56",090b96ac81dd5e42ea3959a6e94166acdd73bb94,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 56,yes,yes,remaining; reproduced against authoritative upstream baseline
805dd63691f8243fd89dbb5af4d245a,PMD,PMD_category_java_errorprone_UseProperClassLoader,ErrorProne,High,core/src/main/java/games/cubi/raycastedantiesp/core/utils/BuildProperties.java,28,        try (InputStream inputStream = BuildProperties.class.getClassLoader().getResourceAsStream(resourcePath)) {,"In J2EE, getClassLoader() might not work as expected.  Use Thread.currentThread().getContextClassLoader() instead.",47d3e142ea86edbbb737adf709cd7c6ec5b9ba5c,P2wn,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 28,yes,yes,remaining; reproduced against authoritative upstream baseline
3929219f90f87db1810811161fa92061,PMD,PMD_category_java_bestpractices_GuardLogStatement,Performance,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/engine/AsyncEngine.java,365,"                Logger.warning(""Tick "" + scheduledTick + "" was dispatched but not marked as pending. This suggests a race condition. Please report this on our GitHub or Discord."", 5, AsyncEngine.class);",Logger calls should be surrounded by log level guards.,18f08ab7d70f3b5c4b7a0addc1e777e310381086,P2wn,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 300,yes,yes,remaining; reproduced against authoritative upstream baseline
a36c58d17b4ef9353a3de180f98e4393,PMD,PMD_category_java_errorprone_UseProperClassLoader,ErrorProne,High,packetevents/src/test/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/EntityTransitionWorkTest.java,176,"                EntityTransitionWorkTest.class.getClassLoader(),","In J2EE, getClassLoader() might not work as expected.  Use Thread.currentThread().getContextClassLoader() instead.",3e18acde563809f68f003229266258687ce8ce10,P2wn,initial,PacketEvents,Tests,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
5faf425cb4b877a8f8920c370d76b28,PMD,PMD_category_java_errorprone_MissingSerialVersionUID,ErrorProne,High,packetevents/src/main/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/PacketEventsBlockViewController.java,560,    static final class TransitionWriteException extends RuntimeException {,Classes implementing Serializable should set a serialVersionUID,4013fe7b64d32df33ecfe22db3b66ee0aa09397a,P2wn,initial,PacketEvents,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
cb590179767bb5b87c19707f7520515a,PMD,PMD_category_java_design_NPathComplexity,Complexity,Warning,packetevents/src/main/java/games/cubi/raycastedantiesp/packetevents/view/PacketEventsEntityView.java,51,"    public void insertEntity(UUID world, PacketEventsEntity entity) {","The method 'insertEntity(UUID, PacketEventsEntity)' has an NPath complexity of 216, current threshold is 200",dfcfe3576f088bff74e95e55cba650636c7758ea,Cubicake,initial,PacketEvents,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 51,yes,yes,remaining; reproduced against authoritative upstream baseline
f1942b826f5b806cb263099d459c457e,PMD,PMD_category_java_errorprone_AvoidInstanceofChecksInCatchClause,ErrorProne,High,packetevents/src/main/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/PacketEventsBlockViewController.java,353,            Stage failedStage = exception instanceof TransitionWriteException writeFailure,An instanceof check is being performed on the caught exception.  Create a separate catch clause for this exception type.,4013fe7b64d32df33ecfe22db3b66ee0aa09397a,P2wn,initial,PacketEvents,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
402caaecf71f46a78f980d44d1f7c4f2,PMD,PMD_category_java_bestpractices_GuardLogStatement,Performance,Warning,packetevents/src/main/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/PacketEventsRespawnStateInvalidator.java,72,"                Logger.error(""Could not resolve the viewer world for respawn invalidation. uuid=""",Logger calls should be surrounded by log level guards.,ddb6347d68d5606c3fecf045e7667572e5c5a9e7,P2wn,initial,PacketEvents,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
b54e7c7001be590ef0b9b01dc873b84d,PMD,PMD_category_java_errorprone_UseProperClassLoader,ErrorProne,High,platform-paper/src/main/java/games/cubi/raycastedantiesp/paper/FancyCompatibility.java,30,"        this(pluginName -> Bukkit.getPluginManager().isPluginEnabled(pluginName), FancyCompatibility.class.getClassLoader());","In J2EE, getClassLoader() might not work as expected.  Use Thread.currentThread().getContextClassLoader() instead.",c794b09a91ce4edc06de58f644ca4c48ce3abc62,P2wn,initial,Paper platform,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
25ba7e027dd1290321940df6f29ecd94,PMD,PMD_category_java_errorprone_AvoidFieldNameMatchingMethodName,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/tracked/NettyEntity.java,31,    private final int entityType;,Field entityType has the same name as a method,18f08ab7d70f3b5c4b7a0addc1e777e310381086,P2wn,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 31,yes,yes,remaining; reproduced against authoritative upstream baseline
6c09bdb947b46f0c4af58051d6916e43,PMD,PMD_category_java_errorprone_AvoidFieldNameMatchingMethodName,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/tracked/NettyEntity.java,35,"    private volatile double x; private static final VarHandle X = VarHandler.get(NettyEntity.class, ""x"", double.class);",Field X has the same name as a method,18f08ab7d70f3b5c4b7a0addc1e777e310381086,P2wn,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 35,yes,yes,remaining; reproduced against authoritative upstream baseline
f153f6e826c49811ce79e4060c7b5f1d,PMD,PMD_category_java_errorprone_AvoidDuplicateLiterals,ErrorProne,Warning,core/src/test/java/games/cubi/raycastedantiesp/core/utils/Long2ObjectMTHashMapTest.java,39,"        assertEquals(""one"", map.replace(1L, ""uno""));","The String literal ""uno"" appears 6 times in this file; the first occurrence is on line 39",422a189069300dfa99524b1e1143f4500e42226c,Cubicake,initial,Core,Tests,UPSTREAM,PMD 6.55 same rule and violation at upstream line 39,yes,yes,remaining; reproduced against authoritative upstream baseline
176e4b186be2d337647d29228cb58ab9,PMD,PMD_category_java_performance_RedundantFieldInitializer,Performance,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/view/controller/PacketEntityViewController.java,53,    protected double hideOnSpawnEntityDistanceSquared = 0;,Avoid using redundant field initializer for 'hideOnSpawnEntityDistanceSquared',47d3e142ea86edbbb737adf709cd7c6ec5b9ba5c,P2wn,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 53,yes,yes,remaining; reproduced against authoritative upstream baseline
21d029b349d031606feb7b8151ec2a3b,PMD,PMD_category_java_bestpractices_GuardLogStatement,Performance,Warning,platform-paper/src/main/java/games/cubi/raycastedantiesp/paper/config/PaperEntityTypeExclusionResolver.java,48,"                warn(""contains entity type '"" + configuredName + ""' which is known to Paper but not PacketEvents"");",Logger calls should be surrounded by log level guards.,18f08ab7d70f3b5c4b7a0addc1e777e310381086,P2wn,initial,Paper platform,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 56,yes,yes,remaining; reproduced against authoritative upstream baseline
f51caaa240791b54f6d001a2bd224d9a,PMD,PMD_category_java_errorprone_TestClassWithoutTestCases,ErrorProne,High,core/src/test/java/games/cubi/raycastedantiesp/core/view/chunks/ChunkSectionStoreTest.java,511,    private static final class TestTileEntity extends NettyTileEntity<TestExtraData> {,"The class 'TestTileEntity' might be a test class, but it contains no test cases.",2e7d35bc1a4d3fb681386d832ffc72222c58c64d,Cubicake,initial,Core,Tests,UPSTREAM,PMD 6.55 same rule and violation at upstream line 511,yes,yes,remaining; reproduced against authoritative upstream baseline
84e3f3f1067293840b0708fb45961ba5,PMD,PMD_category_java_errorprone_NullAssignment,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/view/PackedEntityTransitionQueue.java,149,            e1 = null;,Assigning an Object to null is a code smell.  Consider refactoring.,3d8686e1ae953dc1ebfdffcad1c40bd675bc4c49,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 149,yes,yes,remaining; reproduced against authoritative upstream baseline
66bd631b9b12c4f0ae5baf3ed9e5520,PMD,PMD_category_java_errorprone_NullAssignment,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/view/PackedEntityTransitionQueue.java,143,            t3 = null;,Assigning an Object to null is a code smell.  Consider refactoring.,3d8686e1ae953dc1ebfdffcad1c40bd675bc4c49,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 143,yes,yes,remaining; reproduced against authoritative upstream baseline
28c6197a36337fe9195aa3cd70402510,PMD,PMD_category_java_performance_AvoidInstantiatingObjectsInLoops,Performance,Warning,core/src/test/java/games/cubi/raycastedantiesp/core/utils/SortedMTIntSetTest.java,72,            SortedStripedMTIntSet set = new SortedStripedMTIntSet();,Avoid instantiating new objects inside loops,a21102d04fe5402f766e16031dab504b4d02af97,Cubicake,initial,Core,Tests,UPSTREAM,PMD 6.55 same rule and violation at upstream line 72,yes,yes,remaining; reproduced against authoritative upstream baseline
e3a1c8f9dec6311b695ba52a08ab7261,PMD,PMD_category_java_errorprone_AvoidLiteralsInIfCondition,ErrorProne,Warning,platform-paper/src/main/java/games/cubi/raycastedantiesp/paper/bStats/MetricsCollector.java,131,"        if (playerCount <= 300) return ""201-300"";",Avoid using Literals in Conditional Statements,e55b685ce28bcfc1638e9d6462679e2cb17f50ec,Cubicake,initial,Paper platform,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 131,yes,yes,remaining; reproduced against authoritative upstream baseline
18425944e74749c387e921ad609e7c2,PMD,PMD_category_java_design_NPathComplexity,Complexity,Warning,core/src/test/java/games/cubi/raycastedantiesp/core/players/RespawnEpochBoundaryTest.java,170,    private static Object defaultValue(Class<?> returnType) {,"The method 'defaultValue(Class)' has an NPath complexity of 256, current threshold is 200",35127dd6bff64e9f2d6dd4a1fe5e4ea48995aeb3,P2wn,initial,Core,Tests,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
efb0bd21f99ab50aa1e471d7c28d9b3,PMD,PMD_category_java_errorprone_UseProperClassLoader,ErrorProne,High,core/src/test/java/games/cubi/raycastedantiesp/core/players/ClientStateResetterTest.java,144,"                ClientStateResetterTest.class.getClassLoader(),","In J2EE, getClassLoader() might not work as expected.  Use Thread.currentThread().getContextClassLoader() instead.",59c433bfd4e8c61cc7aed7fca90782529b7e24d8,P2wn,initial,Core,Tests,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
9c891feb20d5e3a7fbc814db6f3a9107,PMD,PMD_category_java_bestpractices_GuardLogStatement,Performance,Warning,packetevents/src/main/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/PacketEventsRespawnStateInvalidator.java,44,"            Logger.error(""Could not parse respawn world metadata; invalidating with unresolved world state. uuid=""",Logger calls should be surrounded by log level guards.,ddb6347d68d5606c3fecf045e7667572e5c5a9e7,P2wn,initial,PacketEvents,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
63519b84b2a690f6a6835624814d79bb,PMD,PMD_category_java_bestpractices_UnusedPrivateField,BestPractice,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/players/PlayerLocatable.java,34,"    private volatile float pitch; private static final VarHandle PITCH = VarHandler.get(PlayerLocatable.class, ""pitch"", float.class);",Avoid unused private fields such as 'pitch'.,aae6bdb53c5fcdd316999b6618ae0d91966d75c6,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 34,yes,yes,remaining; reproduced against authoritative upstream baseline
e31b468365454a35a1b13dec64a141db,PMD,PMD_category_java_errorprone_AvoidLiteralsInIfCondition,ErrorProne,Warning,platform-paper/src/main/java/games/cubi/raycastedantiesp/paper/bStats/MetricsCollector.java,165,"        if (entityCount <= 100) return ""51-100"";",Avoid using Literals in Conditional Statements,e55b685ce28bcfc1638e9d6462679e2cb17f50ec,Cubicake,initial,Paper platform,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 165,yes,yes,remaining; reproduced against authoritative upstream baseline
218faeed1513919dda06ae084b28cd5e,PMD,PMD_category_java_errorprone_AvoidLiteralsInIfCondition,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/view/PackedBlockTransitionQueue.java,285,            if (count >= 7) {,Avoid using Literals in Conditional Statements,4013fe7b64d32df33ecfe22db3b66ee0aa09397a,P2wn,initial,Core,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
4067c70d421fde63971db9c8536a99cd,PMD,PMD_category_java_bestpractices_GuardLogStatement,Performance,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/engine/AsyncEngine.java,168,"                Logger.warning(""Tick thread completed tick #"" + startTick + "" after tick #"" + latestTick + "" had already begun. Starting next tick immediately instead of yielding thread to scheduler. This is probably safe to ignore but may suggest that your server is overloaded."", 5);",Logger calls should be surrounded by log level guards.,,,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 107,yes,yes,remaining; reproduced against authoritative upstream baseline
d8b765eb708334ae1e8f1f1a05fcacf8,PMD,PMD_category_java_errorprone_NullAssignment,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/tracked/NettyTileEntity.java,103,            extraData = null;,Assigning an Object to null is a code smell.  Consider refactoring.,,,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 103,yes,yes,remaining; reproduced against authoritative upstream baseline
2460006cf9d5ee9f3549fba751588c73,PMD,PMD_category_java_errorprone_AvoidLiteralsInIfCondition,ErrorProne,Warning,platform-paper/src/main/java/games/cubi/raycastedantiesp/paper/bStats/MetricsCollector.java,122,        if (playerCount <= 3) return String.valueOf(playerCount);,Avoid using Literals in Conditional Statements,e55b685ce28bcfc1638e9d6462679e2cb17f50ec,Cubicake,initial,Paper platform,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 122,yes,yes,remaining; reproduced against authoritative upstream baseline
204eaef75ec347d67a804833c5e998db,PMD,PMD_category_java_bestpractices_UnusedPrivateField,BestPractice,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/players/PlayerLocatable.java,33,"    private volatile float yaw; private static final VarHandle YAW = VarHandler.get(PlayerLocatable.class, ""yaw"", float.class);",Avoid unused private fields such as 'yaw'.,aae6bdb53c5fcdd316999b6618ae0d91966d75c6,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 33,yes,yes,remaining; reproduced against authoritative upstream baseline
97e43a7abab2d9ed0e43313dad54996d,PMD,PMD_category_java_performance_RedundantFieldInitializer,Performance,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/engine/TimingStats.java,21,    private int skippedTicks = 0;,Avoid using redundant field initializer for 'skippedTicks',090b96ac81dd5e42ea3959a6e94166acdd73bb94,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 21,yes,yes,remaining; reproduced against authoritative upstream baseline
2c95251689290d111438c93eda93a29e,PMD,PMD_category_java_errorprone_UseProperClassLoader,ErrorProne,High,packetevents/src/test/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/RespawnRetryBoundaryTest.java,99,"                TrackedTileEntity.class.getClassLoader(),","In J2EE, getClassLoader() might not work as expected.  Use Thread.currentThread().getContextClassLoader() instead.",35127dd6bff64e9f2d6dd4a1fe5e4ea48995aeb3,P2wn,initial,PacketEvents,Tests,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
dac29bd997457084826384e57ac299ff,PMD,PMD_category_java_errorprone_TestClassWithoutTestCases,ErrorProne,High,core/src/test/java/games/cubi/raycastedantiesp/core/tracked/NettyEntityTrackedStateTest.java,100,    private static final class TestEntity extends NettyEntity<Clearable> {,"The class 'TestEntity' might be a test class, but it contains no test cases.",18f08ab7d70f3b5c4b7a0addc1e777e310381086,P2wn,initial,Core,Tests,UPSTREAM,PMD 6.55 same rule and violation at upstream line 82,yes,yes,remaining; reproduced against authoritative upstream baseline
334bbcd51b27e36869a9abcd34a4da49,PMD,PMD_category_java_errorprone_AvoidLiteralsInIfCondition,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/view/PackedEntityTransitionQueue.java,212,"            if (count >= 8) consumer.accept(t8, e8, worldEpoch);",Avoid using Literals in Conditional Statements,3d8686e1ae953dc1ebfdffcad1c40bd675bc4c49,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 212,yes,yes,remaining; reproduced against authoritative upstream baseline
c98eafd6fb5fa57a1140e87770533f0f,PMD,PMD_category_java_multithreading_AvoidSynchronizedAtMethodLevel,Performance,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/lifecycle/LifecycleScope.java,28,    public synchronized void onClose(Cleanup cleanup) {,Use block level rather than method level synchronization,fea86e17bde44990ed42c7515648f9dddc988118,P2wn,initial,Core,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
bd32c0b50adff555c7ffe5e98c0b97f1,PMD,PMD_category_java_multithreading_AvoidSynchronizedAtMethodLevel,Performance,Warning,packetevents/src/main/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/EntityTransitionRetryQueue.java,99,    synchronized int pendingCount(UUID viewerUUID) {,Use block level rather than method level synchronization,3e18acde563809f68f003229266258687ce8ce10,P2wn,initial,PacketEvents,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
3bca6aa3386bb51590516f90e599dcf5,PMD,PMD_category_java_errorprone_AvoidFieldNameMatchingMethodName,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/utils/InvasivelyLinkedSWMRList.java,265,            private T next = self();,Field next has the same name as a method,50d1d359c45ad9867123f0a3ca0a5d2ad88e4d5c,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 265,yes,yes,remaining; reproduced against authoritative upstream baseline
1739bb801eaef1380c3c9d48e057cbb0,PMD,PMD_category_java_errorprone_AvoidLiteralsInIfCondition,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/view/PackedEntityTransitionQueue.java,210,"            if (count >= 6) consumer.accept(t6, e6, worldEpoch);",Avoid using Literals in Conditional Statements,3d8686e1ae953dc1ebfdffcad1c40bd675bc4c49,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 210,yes,yes,remaining; reproduced against authoritative upstream baseline
4eb9beec91901e2d5256d3f82ad0625d,PMD,PMD_category_java_errorprone_AvoidFieldNameMatchingMethodName,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/tracked/NettyEntity.java,62,"    private PacketReplayData packetReplayData; // For use storing the packets we can't be bothered to directly store, with all cached packets being sent back out to the client when entity is visible again.",Field packetReplayData has the same name as a method,18f08ab7d70f3b5c4b7a0addc1e777e310381086,P2wn,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 61,yes,yes,remaining; reproduced against authoritative upstream baseline
f1e52a0209556ead8568e7cb38006353,PMD,PMD_category_java_errorprone_AvoidFieldNameMatchingMethodName,ErrorProne,Warning,packetevents/src/main/java/games/cubi/raycastedantiesp/packetevents/viewcontrollers/EntityTransitionWork.java,32,    private int failures;,Field failures has the same name as a method,3e18acde563809f68f003229266258687ce8ce10,P2wn,initial,PacketEvents,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
a8be11aa9a0ff462c00f61b930f372c0,PMD,PMD_category_java_multithreading_AvoidSynchronizedAtMethodLevel,Performance,Warning,platform-paper/src/main/java/games/cubi/raycastedantiesp/paper/packets/PaperPacketEventsCommonViewController.java,76,    private synchronized void registerWorld(World world) {,Use block level rather than method level synchronization,18f08ab7d70f3b5c4b7a0addc1e777e310381086,P2wn,initial,Paper platform,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 56,yes,yes,remaining; reproduced against authoritative upstream baseline
7a237f831bf2a56f100ec7e703e2410f,PMD,PMD_category_java_bestpractices_GuardLogStatement,Performance,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/players/ClientStateResetter.java,31,"            Logger.error(""Respawn world metadata is incomplete; invalidating the prior visibility generation """,Logger calls should be surrounded by log level guards.,ddb6347d68d5606c3fecf045e7667572e5c5a9e7,P2wn,initial,Core,Production code,PIECLOAK,PMD 6.55 violation not reproduced at the corresponding upstream source location,no,no,fixed by package 10 remediation
e6f72f7f941c8205bb7c13f22cd6a629,PMD,PMD_category_java_errorprone_AvoidFieldNameMatchingMethodName,ErrorProne,Warning,core/src/main/java/games/cubi/raycastedantiesp/core/players/PlayerLocatable.java,32,"    private volatile double z; private static final VarHandle Z = VarHandler.get(PlayerLocatable.class, ""z"", double.class);",Field Z has the same name as a method,aae6bdb53c5fcdd316999b6618ae0d91966d75c6,Cubicake,initial,Core,Production code,UPSTREAM,PMD 6.55 same rule and violation at upstream line 32,yes,yes,remaining; reproduced against authoritative upstream baseline
